Location,Race Ethnicity,TimeFrame,DataFormat,Data
ARCHULETA COUNTY 50 JT,Hawaiian/Pacific Islander,2013,Percent,LNE
ARCHULETA COUNTY 50 JT,Hispanic,2013,Percent,0.53306
ARCHULETA COUNTY 50 JT,Native American,2013,Percent,0.25
ARCHULETA COUNTY 50 JT,Two or more,2013,Percent,LNE
ARCHULETA COUNTY 50 JT,White,2013,Percent,0.71429
ARCHULETA COUNTY 50 JT,All Students,2014,Percent,0.66125
ARCHULETA COUNTY 50 JT,Asian,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,Black,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,Hawaiian/Pacific Islander,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,Hispanic,2014,Percent,0.00524
ARCHULETA COUNTY 50 JT,Native American,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,Two or more,2014,Percent,LNE
ARCHULETA COUNTY 50 JT,White,2014,Percent,0.00723
AULT-HIGHLAND RE-9,All Students,2011,Percent,0.63
AULT-HIGHLAND RE-9,Asian,2011,Percent,LNE
AULT-HIGHLAND RE-9,Black,2011,Percent,LNE
AULT-HIGHLAND RE-9,Hawaiian/Pacific Islander,2011,Percent,LNE
AULT-HIGHLAND RE-9,Hispanic,2011,Percent,0.4407
AULT-HIGHLAND RE-9,Native American,2011,Percent,LNE
AULT-HIGHLAND RE-9,Two or more,2011,Percent,LNE
AULT-HIGHLAND RE-9,White,2011,Percent,0.7466
AULT-HIGHLAND RE-9,All Students,2012,Percent,0.64128
AULT-HIGHLAND RE-9,Asian,2012,Percent,LNE
AULT-HIGHLAND RE-9,Black,2012,Percent,LNE
AULT-HIGHLAND RE-9,Hawaiian/Pacific Islander,2012,Percent,LNE
AULT-HIGHLAND RE-9,Hispanic,2012,Percent,0.41989
AULT-HIGHLAND RE-9,Native American,2012,Percent,LNE
AULT-HIGHLAND RE-9,Two or more,2012,Percent,LNE
AULT-HIGHLAND RE-9,White,2012,Percent,0.77451
AULT-HIGHLAND RE-9,All Students,2013,Percent,0.68432
AULT-HIGHLAND RE-9,Asian,2013,Percent,LNE
AULT-HIGHLAND RE-9,Black,2013,Percent,LNE
AULT-HIGHLAND RE-9,Hawaiian/Pacific Islander,2013,Percent,LNE
AULT-HIGHLAND RE-9,Hispanic,2013,Percent,0.48295
AULT-HIGHLAND RE-9,Native American,2013,Percent,LNE
AULT-HIGHLAND RE-9,Two or more,2013,Percent,LNE
AULT-HIGHLAND RE-9,White,2013,Percent,0.7947
AULT-HIGHLAND RE-9,All Students,2014,Percent,0.59443
AULT-HIGHLAND RE-9,Asian,2014,Percent,LNE
AULT-HIGHLAND RE-9,Black,2014,Percent,LNE
AULT-HIGHLAND RE-9,Hawaiian/Pacific Islander,2014,Percent,LNE
AULT-HIGHLAND RE-9,Hispanic,2014,Percent,0.00401
AULT-HIGHLAND RE-9,Native American,2014,Percent,LNE
AULT-HIGHLAND RE-9,Two or more,2014,Percent,LNE
AULT-HIGHLAND RE-9,White,2014,Percent,0.00701
BENNETT 29J,All Students,2011,Percent,0.67
BENNETT 29J,Asian,2011,Percent,LNE
BENNETT 29J,Black,2011,Percent,LNE
BENNETT 29J,Hawaiian/Pacific Islander,2011,Percent,LNE
BENNETT 29J,Hispanic,2011,Percent,0.5743
BENNETT 29J,Native American,2011,Percent,LNE
BENNETT 29J,Two or more,2011,Percent,0.625
BENNETT 29J,White,2011,Percent,0.7018
BENNETT 29J,All Students,2012,Percent,0.67975
BENNETT 29J,Asian,2012,Percent,LNE
BENNETT 29J,Black,2012,Percent,LNE
BENNETT 29J,Hawaiian/Pacific Islander,2012,Percent,LNE
BENNETT 29J,Hispanic,2012,Percent,0.49138
BENNETT 29J,Native American,2012,Percent,LNE
BENNETT 29J,Two or more,2012,Percent,0.57143
BENNETT 29J,White,2012,Percent,0.73499
BENNETT 29J,All Students,2013,Percent,0.65245
BENNETT 29J,Asian,2013,Percent,LNE
BENNETT 29J,Black,2013,Percent,LNE
BENNETT 29J,Hawaiian/Pacific Islander,2013,Percent,LNE
BENNETT 29J,Hispanic,2013,Percent,0.504
BENNETT 29J,Native American,2013,Percent,LNE
BENNETT 29J,Two or more,2013,Percent,0.58333
BENNETT 29J,White,2013,Percent,0.70488
BENNETT 29J,All Students,2014,Percent,0.6288
BENNETT 29J,Asian,2014,Percent,LNE
BENNETT 29J,Black,2014,Percent,LNE
BENNETT 29J,Hawaiian/Pacific Islander,2014,Percent,LNE
BENNETT 29J,Hispanic,2014,Percent,0.00446
BENNETT 29J,Native American,2014,Percent,LNE
BENNETT 29J,Two or more,2014,Percent,0.00545
BENNETT 29J,White,2014,Percent,0.0069
BETHUNE R-5,All Students,2011,Percent,0.56
BETHUNE R-5,Asian,2011,Percent,LNE
BETHUNE R-5,Black,2011,Percent,LNE
BETHUNE R-5,Hawaiian/Pacific Islander,2011,Percent,LNE
BETHUNE R-5,Hispanic,2011,Percent,0.4667
BETHUNE R-5,Native American,2011,Percent,LNE
BETHUNE R-5,Two or more,2011,Percent,LNE
BETHUNE R-5,White,2011,Percent,0.6
BETHUNE R-5,All Students,2012,Percent,0.43038
BETHUNE R-5,Asian,2012,Percent,LNE
BETHUNE R-5,Black,2012,Percent,LNE
BETHUNE R-5,Hawaiian/Pacific Islander,2012,Percent,LNE
BETHUNE R-5,Hispanic,2012,Percent,0.28125
BETHUNE R-5,Native American,2012,Percent,LNE
BETHUNE R-5,Two or more,2012,Percent,LNE
BETHUNE R-5,White,2012,Percent,0.52174
BETHUNE R-5,All Students,2013,Percent,0.5
BETHUNE R-5,Asian,2013,Percent,LNE
BETHUNE R-5,Black,2013,Percent,LNE
BETHUNE R-5,Hawaiian/Pacific Islander,2013,Percent,LNE
BETHUNE R-5,Hispanic,2013,Percent,0.39286
BETHUNE R-5,Native American,2013,Percent,LNE
BETHUNE R-5,Two or more,2013,Percent,LNE
BETHUNE R-5,White,2013,Percent,0.55556
BETHUNE R-5,All Students,2014,Percent,0.52239
BETHUNE R-5,Asian,2014,Percent,LNE
BETHUNE R-5,Black,2014,Percent,LNE
BETHUNE R-5,Hawaiian/Pacific Islander,2014,Percent,LNE
BETHUNE R-5,Hispanic,2014,Percent,0.00458
BETHUNE R-5,Native American,2014,Percent,LNE
BETHUNE R-5,Two or more,2014,Percent,LNE
BETHUNE R-5,White,2014,Percent,0.0055
BOULDER VALLEY RE 2,All Students,2011,Percent,0.8
BOULDER VALLEY RE 2,Asian,2011,Percent,0.8247
BOULDER VALLEY RE 2,Black,2011,Percent,0.6176
BOULDER VALLEY RE 2,Hawaiian/Pacific Islander,2011,Percent,LNE
BOULDER VALLEY RE 2,Hispanic,2011,Percent,0.4798
BOULDER VALLEY RE 2,Native American,2011,Percent,0.596
BOULDER VALLEY RE 2,Two or more,2011,Percent,0.8618
BOULDER VALLEY RE 2,White,2011,Percent,0.8719
BOULDER VALLEY RE 2,All Students,2012,Percent,0.80525
BOULDER VALLEY RE 2,Asian,2012,Percent,0.83365
BOULDER VALLEY RE 2,Black,2012,Percent,0.648
BOULDER VALLEY RE 2,Hawaiian/Pacific Islander,2012,Percent,LNE
BOULDER VALLEY RE 2,Hispanic,2012,Percent,0.48995
BOULDER VALLEY RE 2,Native American,2012,Percent,0.55696
BOULDER VALLEY RE 2,Two or more,2012,Percent,0.86168
BOULDER VALLEY RE 2,White,2012,Percent,0.87276
BOULDER VALLEY RE 2,All Students,2013,Percent,0.80494
BOULDER VALLEY RE 2,Asian,2013,Percent,0.84658
BOULDER VALLEY RE 2,Black,2013,Percent,0.64925
BOULDER VALLEY RE 2,Hawaiian/Pacific Islander,2013,Percent,0.63158
BOULDER VALLEY RE 2,Hispanic,2013,Percent,0.50995
BOULDER VALLEY RE 2,Native American,2013,Percent,0.60294
BOULDER VALLEY RE 2,Two or more,2013,Percent,0.85068
BOULDER VALLEY RE 2,White,2013,Percent,0.86895
BOULDER VALLEY RE 2,All Students,2014,Percent,0.80305
BOULDER VALLEY RE 2,Asian,2014,Percent,0.84387
BOULDER VALLEY RE 2,Black,2014,Percent,0.58219
BOULDER VALLEY RE 2,Hawaiian/Pacific Islander,2014,Percent,0.80952
BOULDER VALLEY RE 2,Hispanic,2014,Percent,0.00508
BOULDER VALLEY RE 2,Native American,2014,Percent,0.00657
BOULDER VALLEY RE 2,Two or more,2014,Percent,0.00856
BOULDER VALLEY RE 2,White,2014,Percent,0.0087
BUFFALO RE-4,All Students,2011,Percent,0.76
BUFFALO RE-4,Asian,2011,Percent,LNE
BUFFALO RE-4,Black,2011,Percent,LNE
BUFFALO RE-4,Hawaiian/Pacific Islander,2011,Percent,LNE
BUFFALO RE-4,Hispanic,2011,Percent,0.4706
BUFFALO RE-4,Native American,2011,Percent,LNE
BUFFALO RE-4,Two or more,2011,Percent,LNE
BUFFALO RE-4,White,2011,Percent,0.7879
BUFFALO RE-4,All Students,2012,Percent,0.71212
BUFFALO RE-4,Asian,2012,Percent,LNE
BUFFALO RE-4,Black,2012,Percent,LNE
BUFFALO RE-4,Hawaiian/Pacific Islander,2012,Percent,LNE
BUFFALO RE-4,Hispanic,2012,Percent,0.5
BUFFALO RE-4,Native American,2012,Percent,LNE
BUFFALO RE-4,Two or more,2012,Percent,LNE
BUFFALO RE-4,White,2012,Percent,0.7574
BUFFALO RE-4,All Students,2013,Percent,0.72727
BUFFALO RE-4,Asian,2013,Percent,LNE
BUFFALO RE-4,Black,2013,Percent,LNE
BUFFALO RE-4,Hawaiian/Pacific Islander,2013,Percent,LNE
BUFFALO RE-4,Hispanic,2013,Percent,0.55556
BUFFALO RE-4,Native American,2013,Percent,LNE
BUFFALO RE-4,Two or more,2013,Percent,LNE
BUFFALO RE-4,White,2013,Percent,0.76023
BUFFALO RE-4,All Students,2014,Percent,0.76142
BUFFALO RE-4,Asian,2014,Percent,LNE
BUFFALO RE-4,Black,2014,Percent,LNE
BUFFALO RE-4,Hawaiian/Pacific Islander,2014,Percent,LNE
BUFFALO RE-4,Hispanic,2014,Percent,0.00625
BUFFALO RE-4,Native American,2014,Percent,LNE
BUFFALO RE-4,Two or more,2014,Percent,LNE
BUFFALO RE-4,White,2014,Percent,0.00784
Colorado,All Students,2011,Percent,0.68
Colorado,Asian,2011,Percent,0.7482
Colorado,Black,2011,Percent,0.4861
Colorado,Hawaiian/Pacific Islander,2011,Percent,0.6586
Colorado,Hispanic,2011,Percent,0.4984
Colorado,Native American,2011,Percent,0.527
Colorado,Two or more,2011,Percent,0.7438
Colorado,White,2011,Percent,0.7893
Colorado,All Students,2012,Percent,0.6932
Colorado,Asian,2012,Percent,0.7574
Colorado,Black,2012,Percent,0.5156
Colorado,Hawaiian/Pacific Islander,2012,Percent,0.6423
Colorado,Hispanic,2012,Percent,0.5158
Colorado,Native American,2012,Percent,0.5494
Colorado,Two or more,2012,Percent,0.7603
Colorado,White,2012,Percent,0.8021
Colorado,All Students,2013,Percent,0.6953
Colorado,Asian,2013,Percent,0.7692
Colorado,Black,2013,Percent,0.5201
Colorado,Hawaiian/Pacific Islander,2013,Percent,0.6817
Colorado,Hispanic,2013,Percent,0.5277
Colorado,Native American,2013,Percent,0.5459
Colorado,Two or more,2013,Percent,0.7595
Colorado,White,2013,Percent,0.7999
Colorado,All Students,2014,Percent,0.69
Colorado,Asian,2014,Percent,0.7697
Colorado,Black,2014,Percent,0.5165
Colorado,Hawaiian/Pacific Islander,2014,Percent,0.6675
Colorado,Hispanic,2014,Percent,0.5196
Colorado,Native American,2014,Percent,0.5234
Colorado,Two or more,2014,Percent,0.7519
Colorado,White,2014,Percent,0.7982
MONTROSE COUNTY RE-1J,All Students,2011,Percent,0.63
MONTROSE COUNTY RE-1J,Asian,2011,Percent,LNE
MONTROSE COUNTY RE-1J,Black,2011,Percent,0.6875
MONTROSE COUNTY RE-1J,Hawaiian/Pacific Islander,2011,Percent,LNE
MONTROSE COUNTY RE-1J,Hispanic,2011,Percent,0.454
MONTROSE COUNTY RE-1J,Native American,2011,Percent,0.5
MONTROSE COUNTY RE-1J,Two or more,2011,Percent,0.6458
MONTROSE COUNTY RE-1J,White,2011,Percent,0.7382
MONTROSE COUNTY RE-1J,All Students,2012,Percent,0.66639
MONTROSE COUNTY RE-1J,Asian,2012,Percent,0.88235
MONTROSE COUNTY RE-1J,Black,2012,Percent,LNE
MONTROSE COUNTY RE-1J,Hawaiian/Pacific Islander,2012,Percent,LNE
MONTROSE COUNTY RE-1J,Hispanic,2012,Percent,0.50153
MONTROSE COUNTY RE-1J,Native American,2012,Percent,0.6
MONTROSE COUNTY RE-1J,Two or more,2012,Percent,0.71717
MONTROSE COUNTY RE-1J,White,2012,Percent,0.76283
MONTROSE COUNTY RE-1J,All Students,2013,Percent,0.67259
MONTROSE COUNTY RE-1J,Asian,2013,Percent,0.90909
MONTROSE COUNTY RE-1J,Black,2013,Percent,LNE
MONTROSE COUNTY RE-1J,Hawaiian/Pacific Islander,2013,Percent,LNE
MONTROSE COUNTY RE-1J,Hispanic,2013,Percent,0.52932
MONTROSE COUNTY RE-1J,Native American,2013,Percent,0.45455
MONTROSE COUNTY RE-1J,Two or more,2013,Percent,0.66667
MONTROSE COUNTY RE-1J,White,2013,Percent,0.76473
MONTROSE COUNTY RE-1J,All Students,2014,Percent,0.65708
MONTROSE COUNTY RE-1J,Asian,2014,Percent,0.77273
MONTROSE COUNTY RE-1J,Black,2014,Percent,LNE
MONTROSE COUNTY RE-1J,Hawaiian/Pacific Islander,2014,Percent,LNE
MONTROSE COUNTY RE-1J,Hispanic,2014,Percent,0.00522
MONTROSE COUNTY RE-1J,Native American,2014,Percent,0.00304
MONTROSE COUNTY RE-1J,Two or more,2014,Percent,0.00747
MONTROSE COUNTY RE-1J,White,2014,Percent,0.00744
PLATEAU RE-5,All Students,2011,Percent,0.88
PLATEAU RE-5,Asian,2011,Percent,LNE
PLATEAU RE-5,Black,2011,Percent,LNE
PLATEAU RE-5,Hawaiian/Pacific Islander,2011,Percent,LNE
PLATEAU RE-5,Hispanic,2011,Percent,LNE
PLATEAU RE-5,Native American,2011,Percent,LNE
PLATEAU RE-5,Two or more,2011,Percent,LNE
PLATEAU RE-5,White,2011,Percent,0.8704
PLATEAU RE-5,All Students,2012,Percent,0.90083
PLATEAU RE-5,Asian,2012,Percent,LNE
PLATEAU RE-5,Black,2012,Percent,LNE
PLATEAU RE-5,Hawaiian/Pacific Islander,2012,Percent,LNE
PLATEAU RE-5,Hispanic,2012,Percent,LNE
PLATEAU RE-5,Native American,2012,Percent,LNE
PLATEAU RE-5,Two or more,2012,Percent,LNE
PLATEAU RE-5,White,2012,Percent,0.90517
PLATEAU RE-5,All Students,2013,Percent,0.85593
PLATEAU RE-5,Asian,2013,Percent,LNE
PLATEAU RE-5,Black,2013,Percent,LNE
PLATEAU RE-5,Hawaiian/Pacific Islander,2013,Percent,LNE
PLATEAU RE-5,Hispanic,2013,Percent,LNE
PLATEAU RE-5,Native American,2013,Percent,LNE
PLATEAU RE-5,Two or more,2013,Percent,LNE
PLATEAU RE-5,White,2013,Percent,0.86364
PLATEAU RE-5,All Students,2014,Percent,0.78992
PLATEAU RE-5,Asian,2014,Percent,LNE
PLATEAU RE-5,Black,2014,Percent,LNE
PLATEAU RE-5,Hawaiian/Pacific Islander,2014,Percent,LNE
PLATEAU RE-5,Hispanic,2014,Percent,LNE
PLATEAU RE-5,Native American,2014,Percent,LNE
PLATEAU RE-5,Two or more,2014,Percent,LNE
PLATEAU RE-5,White,2014,Percent,0.00804
PLATEAU VALLEY 50,All Students,2011,Percent,0.63
PLATEAU VALLEY 50,Asian,2011,Percent,LNE
PLATEAU VALLEY 50,Black,2011,Percent,LNE
PLATEAU VALLEY 50,Hawaiian/Pacific Islander,2011,Percent,LNE
PLATEAU VALLEY 50,Hispanic,2011,Percent,0.4706
PLATEAU VALLEY 50,Native American,2011,Percent,LNE
PLATEAU VALLEY 50,Two or more,2011,Percent,LNE
PLATEAU VALLEY 50,White,2011,Percent,0.6859
PLATEAU VALLEY 50,All Students,2012,Percent,0.69863
PLATEAU VALLEY 50,Asian,2012,Percent,LNE
PLATEAU VALLEY 50,Black,2012,Percent,LNE
PLATEAU VALLEY 50,Hawaiian/Pacific Islander,2012,Percent,LNE
PLATEAU VALLEY 50,Hispanic,2012,Percent,0.52778
PLATEAU VALLEY 50,Native American,2012,Percent,LNE
PLATEAU VALLEY 50,Two or more,2012,Percent,LNE
PLATEAU VALLEY 50,White,2012,Percent,0.76608
PLATEAU VALLEY 50,All Students,2013,Percent,0.60581
PLATEAU VALLEY 50,Asian,2013,Percent,LNE
PLATEAU VALLEY 50,Black,2013,Percent,LNE
PLATEAU VALLEY 50,Hawaiian/Pacific Islander,2013,Percent,LNE
PLATEAU VALLEY 50,Hispanic,2013,Percent,0.45946
PLATEAU VALLEY 50,Native American,2013,Percent,LNE
PLATEAU VALLEY 50,Two or more,2013,Percent,LNE
PLATEAU VALLEY 50,White,2013,Percent,0.64921
PLATEAU VALLEY 50,All Students,2014,Percent,0.5941
PLATEAU VALLEY 50,Asian,2014,Percent,LNE
PLATEAU VALLEY 50,Black,2014,Percent,LNE
PLATEAU VALLEY 50,Hawaiian/Pacific Islander,2014,Percent,LNE
PLATEAU VALLEY 50,Hispanic,2014,Percent,0.005
PLATEAU VALLEY 50,Native American,2014,Percent,LNE
PLATEAU VALLEY 50,Two or more,2014,Percent,LNE
PLATEAU VALLEY 50,White,2014,Percent,0.00634
YUMA SCHOOL DISTRICT 1,All Students,2011,Percent,0.63
YUMA SCHOOL DISTRICT 1,Asian,2011,Percent,LNE
YUMA SCHOOL DISTRICT 1,Black,2011,Percent,LNE
YUMA SCHOOL DISTRICT 1,Hawaiian/Pacific Islander,2011,Percent,LNE
YUMA SCHOOL DISTRICT 1,Hispanic,2011,Percent,0.4541
YUMA SCHOOL DISTRICT 1,Native American,2011,Percent,LNE
YUMA SCHOOL DISTRICT 1,Two or more,2011,Percent,LNE
YUMA SCHOOL DISTRICT 1,White,2011,Percent,0.7761
YUMA SCHOOL DISTRICT 1,All Students,2012,Percent,0.60986
YUMA SCHOOL DISTRICT 1,Asian,2012,Percent,LNE
YUMA SCHOOL DISTRICT 1,Black,2012,Percent,LNE
YUMA SCHOOL DISTRICT 1,Hawaiian/Pacific Islander,2012,Percent,LNE
YUMA SCHOOL DISTRICT 1,Hispanic,2012,Percent,0.45798
YUMA SCHOOL DISTRICT 1,Native American,2012,Percent,LNE
YUMA SCHOOL DISTRICT 1,Two or more,2012,Percent,LNE
YUMA SCHOOL DISTRICT 1,White,2012,Percent,0.75207
YUMA SCHOOL DISTRICT 1,All Students,2013,Percent,0.62198
YUMA SCHOOL DISTRICT 1,Asian,2013,Percent,LNE
YUMA SCHOOL DISTRICT 1,Black,2013,Percent,LNE
YUMA SCHOOL DISTRICT 1,Hawaiian/Pacific Islander,2013,Percent,LNE
YUMA SCHOOL DISTRICT 1,Hispanic,2013,Percent,0.49345
YUMA SCHOOL DISTRICT 1,Native American,2013,Percent,LNE
YUMA SCHOOL DISTRICT 1,Two or more,2013,Percent,LNE
YUMA SCHOOL DISTRICT 1,White,2013,Percent,0.74545
YUMA SCHOOL DISTRICT 1,All Students,2014,Percent,0.5898
YUMA SCHOOL DISTRICT 1,Asian,2014,Percent,LNE
YUMA SCHOOL DISTRICT 1,Black,2014,Percent,LNE
YUMA SCHOOL DISTRICT 1,Hawaiian/Pacific Islander,2014,Percent,LNE
YUMA SCHOOL DISTRICT 1,Hispanic,2014,Percent,0.00452
YUMA SCHOOL DISTRICT 1,Native American,2014,Percent,LNE
YUMA SCHOOL DISTRICT 1,Two or more,2014,Percent,LNE
YUMA SCHOOL DISTRICT 1,White,2014,Percent,0.00743
EDGE CASE DISTRICT,All Students,2011,Percent,0.63
EDGE CASE DISTRICT,Asian,2011,Percent,LNE
EDGE CASE DISTRICT,Black,2011,Percent,LNE
EDGE CASE DISTRICT,Hawaiian/Pacific Islander,2011,Percent,LNE
EDGE CASE DISTRICT,Hispanic,2011,Percent,0.4541
EDGE CASE DISTRICT,Native American,2011,Percent,LNE
EDGE CASE DISTRICT,Two or more,2011,Percent,LNE
EDGE CASE DISTRICT,White,2011,Percent,0.7761
EDGE CASE DISTRICT,All Students,2012,Percent,0.60986
EDGE CASE DISTRICT,Asian,2012,Percent,LNE
EDGE CASE DISTRICT,Black,2012,Percent,LNE
EDGE CASE DISTRICT,Hawaiian/Pacific Islander,2012,Percent,LNE
EDGE CASE DISTRICT,Hispanic,2012,Percent,0.45798
EDGE CASE DISTRICT,Native American,2012,Percent,LNE
EDGE CASE DISTRICT,Two or more,2012,Percent,LNE
EDGE CASE DISTRICT,White,2012,Percent,0.75207
EDGE CASE DISTRICT,All Students,2013,Percent,0.62198
EDGE CASE DISTRICT,Asian,2013,Percent,LNE
